Order ID,Category,Sales,Profit,Quantity,Customer Rating
11749,Clothing,323.83,309.76,9,2
11750,Books,851.49,39.96,7,3
11751,Furniture,847.82,-15.08,4,3
11752,Electronics,362.8,419.98,3,1
11753,Clothing,834.17,260.17,2,1
11754,Furniture,852.27,307.0,1,5
11755,Furniture,429.69,118.98,1,2
11756,Clothing,75.81,154.58,4,3
11757,Books,11.57,-4.7,4,5
11758,Toys,528.06,421.34,9,2
11759,Furniture,350.63,275.84,1,5
11760,Groceries,997.16,-4.0,4,3
11761,Furniture,774.69,392.49,3,5
11762,Toys,763.66,194.26,9,1
11763,Books,955.69,370.81,5,1
11764,Books,888.85,-43.06,9,4
11765,Groceries,325.01,-34.19,6,2
11766,Furniture,174.33,43.93,9,3
11767,Books,748.43,66.0,1,2
11768,Toys,384.49,370.18,4,1
11769,Clothing,478.44,338.68,4,3
11770,Electronics,634.09,288.85,6,4
11771,Electronics,908.79,436.67,1,1
11772,Electronics,424.9,85.93,5,1
11773,Furniture,785.48,447.42,3,2
11774,Groceries,275.66,450.21,1,5
11775,Books,700.99,188.84,6,2
11776,Clothing,11.56,1.91,3,1
11777,Toys,872.79,349.61,4,2
11778,Clothing,40.08,135.31,9,5
11779,Toys,715.63,387.21,2,4
11780,Furniture,55.8,40.03,1,3
11781,Electronics,273.58,246.73,6,1
11782,Furniture,502.23,229.44,1,2
11783,Groceries,425.74,5.17,1,1
11784,Groceries,199.92,149.83,7,3
11785,Toys,340.48,-3.38,2,2
11786,Books,730.43,205.61,4,4
11787,Books,672.56,413.6,4,3
11788,Toys,81.1,98.61,2,5
11789,Groceries,749.84,370.67,6,5
11790,Groceries,62.52,50.89,2,1
11791,Groceries,547.5,320.55,8,5
11792,Furniture,267.46,453.55,4,2
11793,Groceries,591.81,128.16,1,5
11794,Clothing,268.72,445.23,7,4
11795,Electronics,985.11,227.98,6,2
11796,Groceries,316.63,124.24,6,1
11797,Toys,249.54,443.08,3,1
11798,Electronics,285.68,-32.38,7,5
11799,Furniture,897.51,-34.59,6,5
11800,Toys,639.86,279.91,9,1
11801,Electronics,733.38,388.21,3,2
11802,Toys,918.83,363.35,3,3
11803,Furniture,912.75,-6.29,4,1
11804,Clothing,741.56,472.64,3,4
11805,Furniture,205.85,336.68,4,2
11806,Furniture,844.94,472.01,6,3
11807,Toys,211.74,131.0,1,3
11808,Books,745.47,331.67,2,2
11809,Groceries,688.75,422.97,6,1
11810,Groceries,761.3,159.26,6,3
11811,Clothing,537.36,480.67,1,4
11812,Clothing,642.34,95.75,6,2
11813,Groceries,953.79,123.59,9,5
11814,Books,110.08,456.18,8,1
11815,Groceries,315.76,483.31,5,2
11816,Books,615.24,106.86,4,4
11817,Clothing,964.41,25.01,6,3
11818,Electronics,104.62,367.48,5,1
11819,Toys,32.32,461.32,6,1
11820,Clothing,65.19,280.39,3,2
11821,Clothing,61.88,298.99,7,2
11822,Furniture,908.74,369.62,8,4
11823,Furniture,724.05,34.2,5,5
11824,Furniture,680.34,485.41,5,2
11825,Toys,527.35,150.38,4,2
11826,Furniture,784.13,295.53,5,2
11827,Books,164.09,207.74,8,4
11828,Groceries,398.02,207.5,5,3
11829,Electronics,495.1,336.51,9,5
11830,Clothing,119.31,497.06,1,4
11831,Books,425.32,312.48,7,2
11832,Electronics,323.34,386.73,5,3
11833,Books,45.23,-34.81,4,2
11834,Books,145.37,395.74,3,4
11835,Clothing,766.4,114.99,7,1
11836,Groceries,27.86,19.69,2,2
11837,Furniture,934.91,12.33,5,3
11838,Toys,95.56,323.93,2,5
11839,Groceries,801.25,498.69,7,1
11840,Toys,899.63,316.41,6,2
11841,Clothing,941.72,94.29,7,2
11842,Clothing,868.8,61.82,9,3
11843,Clothing,294.67,239.28,2,1
11844,Electronics,339.76,-14.23,9,1
11845,Toys,432.28,169.63,7,1
11846,Groceries,147.9,316.43,2,2
11847,Groceries,32.05,482.21,2,1
11848,Books,870.43,184.11,4,2
11849,Books,558.59,60.12,2,2
11850,Books,612.64,399.55,1,1
11851,Clothing,927.72,359.31,6,4
11852,Groceries,668.47,422.84,5,5
11853,Toys,693.94,68.1,3,5
11854,Clothing,789.1,172.66,1,4
11855,Electronics,125.18,489.85,9,1
11856,Books,366.56,36.92,8,2
11857,Clothing,968.53,319.3,6,3
11858,Clothing,923.7,80.45,6,4
11859,Electronics,885.23,225.09,4,5
11860,Furniture,457.57,390.28,2,5
11861,Groceries,858.62,218.72,4,2
11862,Toys,57.91,393.01,2,5
11863,Furniture,157.03,184.48,7,5
11864,Books,419.83,499.64,9,2
11865,Clothing,488.56,189.71,2,1
11866,Electronics,270.87,32.16,9,5
11867,Electronics,362.91,171.03,9,1
11868,Groceries,171.15,358.43,8,3
11869,Furniture,494.24,416.37,1,1
11870,Groceries,795.9,203.06,5,2
11871,Clothing,664.75,276.96,4,2
11872,Groceries,116.71,414.69,7,2
11873,Toys,492.71,397.45,8,5
11874,Electronics,700.67,311.75,8,4
11875,Electronics,534.6,398.26,2,5
11876,Books,397.76,266.75,3,1
11877,Books,625.7,-47.44,7,3
11878,Clothing,968.95,-27.3,4,3
11879,Toys,103.96,488.89,6,3
11880,Furniture,396.12,29.75,8,3
11881,Groceries,412.54,172.48,8,4
11882,Clothing,581.2,463.6,7,3
11883,Books,160.65,57.27,2,5
11884,Groceries,184.88,414.09,2,3
11885,Books,292.51,400.05,3,2
11886,Groceries,956.31,492.48,4,1
11887,Furniture,736.77,104.93,1,5
11888,Clothing,665.08,123.43,5,4
11889,Groceries,818.79,446.58,7,5
11890,Toys,136.3,78.74,5,2
11891,Electronics,860.74,251.35,7,3
11892,Toys,598.88,339.04,5,3
11893,Toys,341.98,99.54,8,4
11894,Electronics,817.7,466.13,7,1
11895,Toys,804.54,316.13,1,3
11896,Groceries,847.25,-24.07,1,4
11897,Groceries,124.36,24.66,5,3
11898,Groceries,969.67,54.93,2,5
11899,Electronics,960.03,84.73,9,4
11900,Toys,363.89,351.87,2,4
11901,Electronics,75.24,-1.09,9,4
11902,Groceries,175.39,142.83,2,3
11903,Toys,992.9,451.26,4,4
11904,Toys,567.38,256.17,3,5
11905,Books,363.06,96.02,6,1
11906,Books,295.32,476.38,4,1
11907,Furniture,264.42,84.37,9,2
11908,Clothing,667.51,447.8,9,5
11909,Books,425.19,349.17,9,5
11910,Electronics,965.76,357.29,3,4
11911,Books,687.0,370.72,3,2
11912,Furniture,794.12,228.61,4,5
11913,Toys,299.81,398.02,9,5
11914,Furniture,88.39,409.91,6,5
11915,Toys,492.94,148.27,9,3
11916,Toys,321.44,170.19,8,5
11917,Clothing,210.06,438.82,7,3
11918,Books,953.12,238.6,5,5
11919,Electronics,449.55,426.82,9,1
11920,Electronics,182.96,294.72,4,3
11921,Groceries,206.66,276.46,4,3
11922,Toys,287.9,-32.96,8,4
11923,Electronics,999.32,102.84,4,5
11924,Clothing,275.33,226.13,7,2
11925,Toys,335.51,273.02,4,2
11926,Clothing,662.73,296.74,1,2
11927,Electronics,301.02,343.92,9,2
11928,Electronics,223.65,310.93,4,1
11929,Groceries,167.05,416.72,3,2
11930,Electronics,319.56,112.51,3,4
11931,Toys,114.86,302.86,9,2
11932,Toys,28.46,-21.86,8,4
11933,Toys,806.6,214.1,7,3
11934,Groceries,146.52,97.42,7,5
11935,Groceries,778.22,159.49,4,2
11936,Electronics,799.57,145.06,3,4
11937,Furniture,542.54,-16.76,4,4
11938,Furniture,316.59,206.66,6,5
11939,Groceries,153.58,497.05,4,3
11940,Electronics,739.44,114.41,4,2
11941,Furniture,605.37,354.88,2,4
11942,Electronics,658.9,251.28,7,2
11943,Electronics,18.58,128.87,6,1
11944,Electronics,928.24,-0.72,2,4
11945,Books,75.63,68.72,5,3
11946,Toys,373.14,380.02,6,5
11947,Electronics,408.68,103.46,5,4
11948,Books,11.34,29.37,4,1
11949,Groceries,502.12,132.21,9,5
11950,Furniture,755.28,271.22,3,3
11951,Toys,825.04,336.9,2,2
11952,Furniture,880.6,163.05,9,2
11953,Toys,492.84,223.98,8,4
11954,Furniture,634.33,200.2,9,5
11955,Toys,88.72,-45.05,3,1
11956,Furniture,493.16,167.58,1,1
11957,Furniture,163.27,273.03,1,3
11958,Furniture,375.95,263.47,3,5
11959,Furniture,336.01,362.37,4,5
11960,Groceries,429.31,318.71,2,2
11961,Electronics,575.92,102.24,8,3
11962,Clothing,903.85,90.6,3,3
11963,Books,400.54,205.28,4,3
11964,Clothing,981.32,353.13,6,5
11965,Clothing,761.44,1.61,6,2
11966,Toys,516.37,471.58,2,3
11967,Electronics,647.59,248.73,6,2
11968,Toys,111.2,118.52,4,3
11969,Electronics,846.08,331.37,5,5
11970,Electronics,586.53,-25.4,7,2
11971,Furniture,986.21,216.42,7,4
11972,Groceries,640.06,217.28,6,3
11973,Furniture,835.77,39.09,6,5
11974,Groceries,801.77,410.56,6,2
11975,Toys,352.01,388.25,4,1
11976,Groceries,267.01,34.0,3,5
11977,Toys,436.19,150.11,1,5
11978,Clothing,472.57,5.24,3,1
11979,Clothing,247.68,416.73,3,1
11980,Groceries,895.65,127.83,9,4
11981,Groceries,547.12,191.62,3,4
11982,Toys,978.66,128.13,8,4
11983,Furniture,811.92,120.51,8,5
11984,Toys,560.15,361.02,3,5
11985,Furniture,947.57,361.16,6,5
11986,Clothing,509.83,234.78,8,4
11987,Electronics,888.24,311.69,8,2
11988,Groceries,364.56,231.41,9,5
11989,Furniture,384.86,-34.28,9,5
11990,Toys,423.95,-13.7,8,5
11991,Clothing,551.16,161.06,7,4
11992,Furniture,557.96,362.36,3,3
11993,Toys,501.43,452.27,7,4
11994,Groceries,312.94,-33.66,4,3
11995,Groceries,927.93,152.42,2,4
11996,Books,592.7,73.08,8,2
11997,Electronics,413.66,398.36,2,2
11998,Books,654.67,415.28,1,5
11999,Clothing,770.29,63.52,5,4
12000,Furniture,961.12,340.95,9,3
12001,Clothing,504.55,352.47,5,3
12002,Toys,120.98,47.38,2,2
12003,Groceries,446.36,188.53,4,5
12004,Books,484.18,291.19,8,3
12005,Books,898.02,-35.66,7,4
12006,Books,400.85,172.53,5,5
12007,Clothing,953.79,35.23,4,4
12008,Groceries,490.28,248.04,5,4
12009,Furniture,974.04,413.6,7,2
12010,Toys,18.12,238.61,5,4
12011,Furniture,899.83,-30.21,8,1
12012,Clothing,931.81,-33.69,7,5
12013,Toys,961.41,283.03,7,1
12014,Books,22.95,130.39,9,4
12015,Electronics,179.98,264.97,8,4
12016,Clothing,657.23,40.0,8,2
12017,Clothing,35.22,377.27,6,2
12018,Groceries,72.97,423.4,7,2
12019,Furniture,228.87,439.07,8,2
12020,Clothing,517.32,117.24,5,3
12021,Clothing,550.44,313.4,2,2
12022,Books,43.92,103.47,7,4
12023,Books,178.66,369.52,3,4
12024,Toys,504.71,16.29,8,5
12025,Electronics,598.0,369.52,6,1
12026,Groceries,156.92,191.85,4,3
12027,Electronics,404.85,420.55,2,3
12028,Toys,905.36,356.41,7,5
12029,Books,998.91,157.09,1,5
12030,Furniture,987.34,446.95,7,2
12031,Books,882.86,105.84,7,5
12032,Groceries,400.71,481.84,3,3
12033,Books,689.71,371.96,4,1
12034,Groceries,422.43,494.87,4,1
12035,Groceries,652.04,-20.35,4,3
12036,Groceries,316.34,100.72,9,2
12037,Toys,610.14,357.7,6,1
12038,Groceries,528.52,457.24,9,1
12039,Groceries,34.24,-34.18,4,2
12040,Furniture,792.8,-49.99,7,1
12041,Electronics,21.78,90.93,9,4
12042,Clothing,300.22,419.03,3,3
12043,Electronics,15.86,371.93,3,1
12044,Groceries,382.44,137.15,6,1
12045,Furniture,72.53,-48.89,8,2
12046,Books,914.38,255.09,1,1
12047,Furniture,421.52,80.88,4,2
12048,Groceries,464.9,360.08,8,3
12049,Furniture,356.35,195.49,6,4
12050,Furniture,631.23,323.23,2,5
12051,Groceries,786.56,418.77,8,3
12052,Toys,651.67,244.67,1,1
12053,Furniture,750.73,134.78,1,4
12054,Clothing,906.91,373.25,7,5
12055,Clothing,864.91,95.85,3,5
12056,Furniture,677.32,440.34,8,1
12057,Toys,222.49,-10.71,9,5
12058,Books,641.33,409.51,8,5
12059,Groceries,511.02,0.36,1,3
12060,Clothing,720.05,-19.12,1,3
12061,Books,834.6,149.79,6,5
12062,Furniture,745.29,476.1,1,2
12063,Books,848.1,490.92,8,1
12064,Electronics,73.23,61.14,6,2
12065,Clothing,41.3,31.75,5,2
12066,Furniture,265.92,144.12,6,5
12067,Groceries,901.66,135.4,4,1
12068,Toys,825.42,367.78,1,2
12069,Furniture,685.9,194.2,7,3
12070,Groceries,703.75,378.94,9,3
12071,Toys,729.4,361.79,4,1
12072,Toys,943.18,268.07,4,2
12073,Furniture,833.87,408.43,9,4
12074,Books,627.16,57.61,4,4
12075,Books,669.06,39.0,4,1
12076,Toys,221.6,362.86,8,1
12077,Books,660.75,84.64,4,4
12078,Electronics,430.43,-48.46,9,2
12079,Toys,161.43,451.58,8,2
12080,Toys,808.34,292.62,5,5
12081,Groceries,515.14,194.72,9,1
12082,Books,977.65,349.16,8,2
12083,Toys,288.86,133.33,4,4
12084,Electronics,485.86,474.52,4,4
12085,Groceries,453.52,-12.26,1,3
12086,Furniture,129.57,302.52,4,2
12087,Toys,431.85,377.51,8,5
12088,Electronics,294.68,208.02,5,5
12089,Clothing,168.72,365.23,6,1
12090,Electronics,289.33,459.8,4,3
12091,Electronics,240.92,359.2,5,4
12092,Groceries,736.73,120.15,8,4
12093,Furniture,40.47,259.02,9,1
12094,Clothing,621.29,451.38,3,5
12095,Books,763.05,197.0,4,5
12096,Books,485.92,324.93,1,4
12097,Electronics,932.25,206.03,5,1
12098,Groceries,710.8,16.74,4,2
12099,Groceries,750.44,-17.77,6,3
12100,Books,204.96,473.75,6,5
12101,Clothing,779.52,286.9,6,5
12102,Furniture,833.77,7.1,3,5
12103,Clothing,367.65,421.59,7,2
12104,Toys,221.23,237.48,3,2
12105,Toys,391.2,374.56,6,3
12106,Furniture,742.21,19.72,1,5
12107,Books,423.46,448.8,8,4
12108,Furniture,739.29,274.79,7,5
12109,Groceries,122.43,356.04,9,3
12110,Toys,807.95,-32.74,3,3
12111,Electronics,260.68,123.42,8,4
12112,Electronics,256.44,97.09,2,2
12113,Books,594.48,472.28,9,4
12114,Groceries,79.42,51.94,1,3
12115,Clothing,36.03,338.88,7,4
12116,Groceries,268.42,-26.49,1,5
12117,Electronics,542.69,58.73,6,3
12118,Electronics,908.54,136.23,1,2
12119,Toys,847.97,386.98,4,2
12120,Groceries,495.54,384.49,7,4
12121,Groceries,46.68,473.93,2,4
12122,Electronics,539.9,454.22,3,4
12123,Clothing,707.75,-5.17,4,5
12124,Books,345.77,406.43,6,2
12125,Books,119.95,198.15,9,3
12126,Groceries,285.78,426.24,4,3
12127,Books,773.87,-0.89,6,2
12128,Electronics,357.73,402.52,7,4
12129,Electronics,813.86,37.8,4,1
12130,Groceries,326.33,133.61,6,4
12131,Groceries,171.92,-34.13,3,2
12132,Toys,441.49,18.05,5,5
12133,Groceries,457.75,195.15,4,4
12134,Clothing,25.95,400.09,7,3
12135,Books,125.87,375.52,6,5
12136,Groceries,193.08,79.41,7,2
12137,Furniture,122.45,33.43,6,1
12138,Toys,348.11,164.09,2,4
12139,Furniture,964.98,435.8,7,5
12140,Electronics,514.13,0.28,8,5
12141,Books,631.28,248.6,7,3
12142,Groceries,362.82,-1.16,4,4
12143,Furniture,330.25,208.62,4,1
12144,Books,32.92,19.74,5,5
12145,Electronics,505.33,-5.81,9,3
12146,Clothing,488.77,54.97,5,4
12147,Toys,166.25,90.39,2,4
12148,Books,766.68,101.95,5,1
12149,Books,497.75,304.9,3,3
12150,Clothing,345.6,-19.76,8,1
12151,Books,155.44,-5.56,2,5
12152,Electronics,556.64,53.79,4,2
12153,Electronics,755.29,429.63,5,2
12154,Clothing,289.18,295.73,4,1
12155,Toys,226.61,351.7,5,1
12156,Groceries,526.72,153.7,4,2
12157,Furniture,163.79,67.27,3,5
12158,Groceries,669.95,-29.12,1,1
12159,Books,609.29,218.69,4,5
12160,Furniture,96.21,265.85,9,5
12161,Clothing,46.16,443.35,1,3
12162,Clothing,624.09,435.15,7,5
12163,Toys,301.35,183.58,3,4
12164,Furniture,95.58,182.97,8,2
12165,Electronics,761.83,38.62,6,2
12166,Furniture,320.9,91.6,1,1
12167,Books,465.0,459.11,5,1
12168,Electronics,244.44,27.57,8,3
12169,Clothing,631.04,482.78,3,3
12170,Furniture,308.47,227.61,4,4
12171,Groceries,968.34,201.13,7,1
12172,Toys,705.92,46.05,6,2
12173,Groceries,145.36,313.85,7,4
12174,Toys,422.53,202.92,9,1
12175,Books,391.57,153.86,9,4
12176,Groceries,538.9,95.48,2,5
12177,Furniture,843.51,-13.43,3,5
12178,Furniture,587.59,235.63,4,4
12179,Groceries,70.94,122.1,6,1
12180,Furniture,658.86,339.33,5,5
12181,Books,18.18,347.94,6,5
12182,Electronics,782.16,132.66,8,4
12183,Books,669.97,318.02,2,5
12184,Toys,315.7,92.27,6,2
12185,Books,299.52,349.95,9,5
12186,Toys,800.29,-41.16,5,4
12187,Furniture,785.5,33.38,1,5
12188,Electronics,358.78,84.75,8,5
12189,Furniture,305.96,375.11,4,3
12190,Clothing,564.23,-13.49,8,4
12191,Furniture,18.28,53.43,4,4
12192,Toys,91.84,147.24,8,3
12193,Furniture,134.91,-44.95,9,3
12194,Furniture,193.56,369.17,5,2
12195,Electronics,516.9,258.06,5,5
12196,Furniture,992.32,445.37,2,1
12197,Electronics,656.09,-32.93,9,1
12198,Groceries,70.69,99.26,4,3
12199,Clothing,530.32,352.19,3,4
12200,Electronics,501.68,321.33,2,4
12201,Toys,152.73,83.68,3,2
12202,Groceries,921.07,277.63,4,1
12203,Electronics,446.36,386.57,9,4
12204,Electronics,994.61,-31.64,6,2
12205,Clothing,425.87,344.7,5,2
12206,Toys,611.88,88.65,9,3
12207,Books,113.71,471.32,8,1
12208,Books,459.69,246.02,6,2
12209,Electronics,246.38,-31.64,3,2
12210,Furniture,837.21,171.89,7,2
12211,Toys,786.08,481.47,6,1
12212,Groceries,825.94,351.71,8,3
12213,Furniture,726.37,115.26,6,5
12214,Furniture,834.36,266.4,4,4
12215,Toys,208.82,279.51,7,1
12216,Electronics,457.52,-37.16,7,1
12217,Electronics,694.93,48.36,8,1
12218,Electronics,641.02,253.48,2,5
12219,Electronics,719.19,171.51,6,4
12220,Books,232.02,54.52,3,4
12221,Electronics,107.45,374.97,8,2
12222,Books,917.64,218.95,4,2
12223,Books,564.57,120.49,4,3
12224,Electronics,162.29,38.92,2,1
12225,Clothing,795.5,286.14,6,3
12226,Groceries,915.78,316.44,6,1
12227,Furniture,177.87,318.28,1,4
12228,Books,819.24,71.16,8,3
12229,Toys,933.89,277.44,3,4
12230,Toys,938.98,447.97,1,2
12231,Groceries,915.01,144.25,1,4
12232,Toys,550.96,65.92,1,5
12233,Clothing,362.65,374.68,5,3
12234,Toys,17.2,47.29,5,1
12235,Furniture,70.3,89.56,1,4
12236,Furniture,434.55,5.35,5,3
12237,Books,405.33,97.33,7,1
12238,Electronics,192.87,175.68,5,3
12239,Clothing,401.53,-14.71,9,3
12240,Books,182.9,429.44,4,5
12241,Clothing,850.3,232.52,9,4
12242,Electronics,305.21,273.46,8,5
12243,Toys,602.58,154.21,1,2
12244,Toys,507.81,318.41,4,3
12245,Electronics,61.36,187.48,7,4
12246,Books,942.81,368.72,1,2
12247,Electronics,531.95,401.77,8,2
12248,Groceries,331.81,319.52,2,5
12249,Furniture,166.55,220.23,8,2
12250,Books,345.14,380.25,4,1
12251,Clothing,30.31,221.86,8,1
12252,Groceries,369.92,11.33,1,1
12253,Books,536.17,13.99,5,2
12254,Electronics,873.15,471.72,9,3
12255,Electronics,690.5,67.46,7,4
12256,Electronics,120.47,398.76,3,1
12257,Electronics,156.27,85.69,4,1
12258,Clothing,433.84,186.93,7,1
12259,Groceries,203.75,310.22,6,5
12260,Toys,37.57,37.38,4,5
12261,Furniture,806.96,355.49,3,1
12262,Clothing,29.33,329.45,2,1
12263,Clothing,832.38,248.7,9,5
12264,Toys,152.66,261.24,3,4
12265,Toys,974.93,8.17,7,3
12266,Furniture,607.84,189.77,1,4
12267,Furniture,737.63,-2.39,8,3
12268,Toys,119.38,119.32,1,2
12269,Electronics,863.48,445.17,2,2
12270,Clothing,840.8,265.99,1,4
12271,Books,656.46,358.49,4,5
12272,Furniture,507.25,265.64,2,1
12273,Furniture,724.27,56.83,1,2
12274,Toys,15.87,277.14,1,5
12275,Groceries,596.52,365.46,2,5
12276,Books,848.93,26.12,6,3
12277,Books,363.33,399.3,2,2
12278,Furniture,117.21,255.47,2,4
12279,Electronics,426.67,-47.65,8,5
12280,Groceries,729.83,235.88,5,4
12281,Books,116.23,167.62,8,4
12282,Furniture,213.99,113.05,8,2
12283,Books,156.08,374.19,2,4
12284,Groceries,798.98,444.72,7,4
12285,Groceries,72.26,369.46,9,1
12286,Clothing,689.72,415.72,8,4
12287,Toys,372.79,449.83,9,1
12288,Toys,758.23,451.95,8,2
12289,Furniture,964.74,13.05,4,4
12290,Groceries,123.4,201.01,7,5
12291,Clothing,321.24,-49.84,9,4
12292,Clothing,812.02,228.55,9,1
12293,Books,273.5,458.33,4,5
12294,Books,222.97,59.51,7,2
12295,Clothing,827.12,301.88,6,3
12296,Books,987.21,304.41,3,3
12297,Groceries,561.31,38.19,6,1
12298,Electronics,285.27,81.19,8,2
12299,Groceries,404.58,204.11,2,2
12300,Clothing,178.43,53.52,3,4
12301,Clothing,764.27,271.75,8,3
12302,Groceries,775.74,216.5,4,4
12303,Books,876.37,235.56,4,2
12304,Books,36.34,23.96,2,1
12305,Toys,566.36,234.49,1,1
12306,Clothing,222.11,-22.79,7,5
12307,Furniture,347.47,434.84,4,1
12308,Toys,787.11,138.79,6,3
12309,Books,200.11,420.99,8,5
12310,Groceries,641.96,335.91,7,3
12311,Books,658.02,371.39,7,4
12312,Groceries,954.55,123.0,6,4
12313,Toys,777.41,75.26,4,1
12314,Clothing,805.6,173.71,4,5
12315,Books,536.28,-36.68,9,3
12316,Groceries,194.91,455.32,5,3
12317,Clothing,431.31,162.86,9,2
12318,Furniture,553.99,493.71,9,1
12319,Groceries,681.64,368.8,4,4
12320,Toys,611.63,-5.72,2,2
12321,Furniture,400.04,313.1,2,4
12322,Furniture,272.66,98.96,9,4
12323,Electronics,176.55,84.05,9,3
12324,Books,696.91,91.11,3,4
12325,Groceries,648.94,453.84,5,5
12326,Furniture,690.5,224.99,5,4
12327,Electronics,378.8,318.21,2,5
12328,Toys,269.78,104.52,2,4
12329,Clothing,762.12,237.62,1,2
12330,Groceries,775.91,142.56,2,3
12331,Furniture,461.06,126.63,7,2
12332,Books,615.79,85.83,1,3
12333,Electronics,379.78,174.95,1,2
12334,Furniture,704.93,313.02,9,1
12335,Books,837.36,72.12,2,4
12336,Furniture,691.35,480.99,4,4
12337,Groceries,517.46,18.54,3,1
12338,Groceries,464.07,214.11,4,1
12339,Groceries,645.9,-3.23,7,5
12340,Toys,683.01,-37.53,2,2
12341,Toys,563.14,457.47,2,4
12342,Electronics,628.69,395.71,9,5
12343,Groceries,105.62,331.79,6,4
12344,Books,952.25,425.85,7,1
12345,Furniture,792.87,391.57,5,5
12346,Clothing,380.19,305.98,5,5
12347,Books,567.18,416.04,4,5
12348,Toys,56.85,164.94,8,2
12349,Toys,50.82,254.01,7,5
12350,Books,258.29,376.97,2,4
12351,Toys,692.8,-3.36,2,2
12352,Groceries,853.63,422.26,6,4
12353,Electronics,563.59,36.26,1,5
12354,Furniture,536.81,425.5,7,5
12355,Electronics,408.29,121.23,8,4
12356,Furniture,169.98,129.73,8,3
12357,Furniture,127.17,-9.33,3,5
12358,Electronics,763.07,437.24,7,5
12359,Books,928.23,45.98,1,2
12360,Furniture,463.7,296.53,3,4
12361,Electronics,662.85,304.18,6,5
12362,Furniture,915.31,104.63,9,4
12363,Clothing,99.21,492.11,5,2
12364,Books,772.78,-14.71,5,4
12365,Groceries,620.65,284.33,9,4
12366,Furniture,602.65,213.75,9,2
12367,Clothing,299.62,85.02,6,5
12368,Groceries,687.05,39.95,5,4
12369,Groceries,796.85,355.4,2,3
12370,Furniture,121.73,453.97,8,5
12371,Electronics,538.19,9.15,8,2
12372,Furniture,110.25,56.69,7,1
12373,Clothing,873.85,492.45,8,3
12374,Groceries,512.56,-41.74,3,5
12375,Furniture,809.89,229.54,3,2
12376,Electronics,374.4,233.86,2,3
12377,Furniture,133.83,94.74,1,5
12378,Books,51.08,314.67,3,1
12379,Electronics,288.69,469.72,3,5
12380,Clothing,251.79,197.62,7,1
12381,Groceries,564.75,362.18,9,1
12382,Furniture,31.52,305.34,1,4
12383,Electronics,525.36,210.12,8,2
12384,Books,397.85,-22.6,1,4
12385,Electronics,581.35,357.96,3,1
12386,Toys,705.39,149.79,4,2
12387,Books,637.75,73.47,8,2
12388,Clothing,984.8,471.55,1,2
12389,Groceries,146.88,375.43,2,3
12390,Clothing,435.44,479.25,5,5
12391,Furniture,430.58,90.92,6,1
12392,Electronics,422.88,409.69,5,2
12393,Toys,667.16,284.25,3,3
12394,Books,494.93,489.83,7,3
12395,Books,522.26,470.47,1,1
12396,Electronics,438.03,485.13,2,4
12397,Toys,991.78,473.47,9,3
12398,Electronics,928.29,-45.79,4,1
12399,Furniture,314.65,357.6,8,3
12400,Clothing,120.48,99.56,9,1
12401,Books,841.37,337.76,7,2
12402,Furniture,997.2,489.34,1,4
12403,Clothing,299.68,-28.35,5,3
12404,Furniture,364.21,261.84,6,3
12405,Toys,942.22,354.22,8,3
12406,Books,714.02,89.35,8,5
12407,Electronics,302.68,73.82,9,5
12408,Electronics,585.24,-16.81,9,2
12409,Clothing,944.79,1.66,4,3
12410,Groceries,813.69,311.21,6,4
12411,Toys,744.41,227.87,3,5
12412,Clothing,739.63,-33.46,1,1
12413,Groceries,186.24,483.31,6,1
12414,Furniture,826.43,310.83,1,1
12415,Toys,283.36,233.51,9,2
12416,Furniture,931.06,100.0,6,3
12417,Books,370.99,311.95,1,3
12418,Toys,859.08,150.29,3,5
12419,Groceries,273.57,336.37,1,1
12420,Books,519.38,325.41,2,2
12421,Electronics,115.82,1.01,6,4
12422,Groceries,663.52,450.09,7,3
12423,Clothing,837.72,217.84,1,3
12424,Electronics,721.26,166.12,5,2
12425,Electronics,528.03,475.5,6,5
12426,Clothing,54.66,191.02,4,2
12427,Toys,934.11,346.67,6,5
12428,Electronics,708.43,310.33,5,3
12429,Groceries,748.41,40.83,7,5
12430,Books,796.73,495.13,4,5
12431,Electronics,750.27,204.98,1,5
12432,Groceries,446.71,167.13,2,5
12433,Furniture,736.29,455.79,6,1
12434,Groceries,628.78,241.08,2,1
12435,Books,855.48,337.79,5,1
12436,Groceries,804.44,415.44,4,1
12437,Clothing,50.96,79.52,7,2
12438,Books,385.1,43.21,4,4
12439,Toys,44.37,-12.32,7,5
12440,Furniture,111.05,443.42,8,2
12441,Clothing,605.4,60.2,7,1
12442,Toys,875.08,119.26,2,5
12443,Groceries,128.63,107.19,1,4
12444,Books,456.58,117.52,5,5
12445,Furniture,911.77,317.43,7,3
12446,Clothing,816.16,474.76,1,3
12447,Toys,524.47,131.2,8,2
12448,Toys,773.86,174.21,3,4
12449,Furniture,527.47,374.13,7,2
12450,Groceries,166.51,187.79,3,5
12451,Furniture,133.49,459.32,4,4
12452,Toys,196.48,226.77,8,2
12453,Electronics,357.41,141.25,2,5
12454,Clothing,931.22,484.36,6,1
12455,Furniture,801.68,184.18,9,5
12456,Toys,438.47,77.15,9,2
12457,Groceries,498.15,47.74,5,4
12458,Toys,272.95,497.35,3,4
12459,Groceries,707.31,364.14,6,1
12460,Furniture,804.74,174.76,9,2
